sample_name	APH_3___Ia	APH_3____Ib	APH_6__Id	Haemophilus_influenzae_PBP3	LpsA	Moraxella_catarrhalis_23S	Neisseria_-	Neisseria_gonorrhoeae_23S	Pasteurella_multocida_16S	ROB_-	Staphylococcus_aureus_23S	Streptococcus_pneumoniae_23S	TEM_-	blaZ	catII	farA	hmrM	rrsB+	sul2	tet_B_
ERX101235	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101236	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101237	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX101238	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101239	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX101240	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101241	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101242	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX101243	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101244	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101245	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101246	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101247	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101248	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101249	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101250	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX101251	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101252	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101253	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX101254	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101255	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101256	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101257	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101258	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101259	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101260	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101261	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101262	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101263	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101264	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX101265	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX101266	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101267	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101268	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101269	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101270	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX101271	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101272	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101273	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX101274	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101275	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101276	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX101277	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	True
ERX101278	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX101279	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101280	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101281	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101282	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101283	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False
ERX101284	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101285	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX101286	False	False	False	False	True	False	False	False	True	False	False	False	False	False	True	False	True	False	False	True
ERX101287	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101288	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101289	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101290	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101291	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX101292	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260689	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260690	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260691	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260692	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260693	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260694	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260695	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260696	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260697	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260698	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260699	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260700	True	True	True	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260701	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260702	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260703	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260704	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260705	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260706	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260707	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260708	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260709	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260710	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260711	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260712	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260713	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260714	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260715	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260716	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260717	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260718	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260719	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260720	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260721	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260722	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260723	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260724	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260725	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX2260726	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260727	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260728	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260729	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260730	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260731	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260732	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260733	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260734	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260735	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260736	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260737	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260738	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260739	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260740	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260741	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260742	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260743	True	True	True	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	True	False
ERX2260744	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260745	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260746	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260747	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260748	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260749	True	True	True	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260750	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260751	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260752	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260753	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260754	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260755	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260756	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260757	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260758	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260759	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260760	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260761	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260762	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260763	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260764	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260765	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260766	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260767	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260768	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260769	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260770	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260771	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260772	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260773	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260774	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260775	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260776	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260777	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260778	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX2260779	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260780	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260781	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260782	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260783	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260784	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260785	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260786	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260787	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260788	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260789	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260790	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260791	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260792	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260793	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX2260794	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260795	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260796	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260797	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260798	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260799	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260800	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260801	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260802	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260803	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260804	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260805	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260806	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260807	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260808	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260809	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260810	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260811	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260812	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260813	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260814	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260815	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260816	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260817	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX2260818	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260819	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260820	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260821	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260822	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX2260823	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260824	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260825	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260826	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260827	False	False	False	True	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260828	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260829	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260830	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260831	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260832	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260833	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260834	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260835	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260836	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260837	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260838	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260839	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260840	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260841	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260842	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260843	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260844	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260845	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260846	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260847	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260848	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260849	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260850	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260851	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260852	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260853	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260854	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260855	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260856	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260857	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX2260858	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX2260859	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260860	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260861	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260862	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260863	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260864	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260865	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260866	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260867	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260868	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260869	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260870	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260871	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260872	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260873	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260874	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260875	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX2260876	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260877	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260878	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX2260879	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
