gene_family	percent_all	percent_c1	percent_c2	percent_neither	info	product	c1_samples	c2_camples	neither_samples	clusters
g00702	100.00	100.00	100.00	0	both	histidinol-phosphate transaminase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01100,GA60748_01213,GA67073_01087,GA71389_01086,GA71621_01011,GA71663_01010,GA74349_00989,GA76006_00743,GA78317_01075,GA78869_01104,GA79872_00618,GA81213_00507,GA81566_00410,GA81665_01159,GA81666_01092,GA83348_01128,GA83349_00857,GA83357_00670,GA83431_00923,GA83447_00823,GA83469_00586,GA83571_01163,GA83705_01159,GA83706_00411,GA83841_00675,GA83842A_00923,GA83842B_01129,GA83874_00833,GA83882_00887,GA87003_01129,GA87176_00831,GA87262_01128,GA87363_00848,GA87364_00668,GA87424_00922,GA87536_00862,GA87620_00922,GA87639_00921,GA87640_00649,GA87672_01106,GA87697_01129,GA87801_00941,GA87875_00619,GA91113_00592,GA91241_00816,GA91506_00922,GA91534_00530,GA91536_00480,GA95071_00873
g00953	100.00	100.00	100.00	0	both	histidinol dehydrogenase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01101,GA60748_01212,GA67073_01088,GA71389_01087,GA71621_01012,GA71663_01011,GA74349_00990,GA76006_00744,GA78317_01076,GA78869_01105,GA79872_00619,GA81213_00508,GA81566_00411,GA81665_01158,GA81666_01091,GA83348_01127,GA83349_00856,GA83357_00671,GA83431_00922,GA83447_00822,GA83469_00585,GA83571_01162,GA83705_01158,GA83706_00410,GA83841_00676,GA83842A_00922,GA83842B_01128,GA83874_00834,GA83882_00886,GA87003_01128,GA87176_00830,GA87262_01127,GA87363_00847,GA87364_00669,GA87424_00921,GA87536_00863,GA87620_00921,GA87639_00920,GA87640_00650,GA87672_01107,GA87697_01128,GA87801_00942,GA87875_00620,GA91113_00591,GA91241_00815,GA91506_00921,GA91534_00531,GA91536_00481,GA95071_00872
g00848	100.00	100.00	100.00	0	both	ATP phosphoribosyltransferase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01102,GA60748_01211,GA67073_01089,GA71389_01088,GA71621_01013,GA71663_01012,GA74349_00991,GA76006_00745,GA78317_01077,GA78869_01106,GA79872_00620,GA81213_00509,GA81566_00412,GA81665_01157,GA81666_01090,GA83348_01126,GA83349_00855,GA83357_00672,GA83431_00921,GA83447_00821,GA83469_00584,GA83571_01161,GA83705_01157,GA83706_00409,GA83841_00677,GA83842A_00921,GA83842B_01127,GA83874_00835,GA83882_00885,GA87003_01127,GA87176_00829,GA87262_01126,GA87363_00846,GA87364_00670,GA87424_00920,GA87536_00864,GA87620_00920,GA87639_00919,GA87640_00651,GA87672_01108,GA87697_01127,GA87801_00943,GA87875_00621,GA91113_00590,GA91241_00814,GA91506_00920,GA91534_00532,GA91536_00482,GA95071_00871
g01585	100.00	100.00	100.00	0	both	hypothetical protein(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01103,GA60748_01210,GA67073_01090,GA71389_01089,GA71621_01014,GA71663_01013,GA74349_00992,GA76006_00746,GA78317_01078,GA78869_01107,GA79872_00621,GA81213_00510,GA81566_00413,GA81665_01156,GA81666_01089,GA83348_01125,GA83349_00854,GA83357_00673,GA83431_00920,GA83447_00820,GA83469_00583,GA83571_01160,GA83705_01156,GA83706_00408,GA83841_00678,GA83842A_00920,GA83842B_01126,GA83874_00836,GA83882_00884,GA87003_01126,GA87176_00828,GA87262_01125,GA87363_00845,GA87364_00671,GA87424_00919,GA87536_00865,GA87620_00919,GA87639_00918,GA87640_00652,GA87672_01109,GA87697_01126,GA87801_00944,GA87875_00622,GA91113_00589,GA91241_00813,GA91506_00919,GA91534_00533,GA91536_00483,GA95071_00870
g01427	100.00	100.00	100.00	0	both	YicC family protein(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01104,GA60748_01209,GA67073_01091,GA71389_01090,GA71621_01015,GA71663_01014,GA74349_00993,GA76006_00747,GA78317_01079,GA78869_01108,GA79872_00622,GA81213_00511,GA81566_00414,GA81665_01155,GA81666_01088,GA83348_01124,GA83349_00853,GA83357_00674,GA83431_00919,GA83447_00819,GA83469_00582,GA83571_01159,GA83705_01155,GA83706_00407,GA83841_00679,GA83842A_00919,GA83842B_01125,GA83874_00837,GA83882_00883,GA87003_01125,GA87176_00827,GA87262_01124,GA87363_00844,GA87364_00672,GA87424_00918,GA87536_00866,GA87620_00918,GA87639_00917,GA87640_00653,GA87672_01110,GA87697_01125,GA87801_00945,GA87875_00623,GA91113_00588,GA91241_00812,GA91506_00918,GA91534_00534,GA91536_00484,GA95071_00869
g01152	100.00	100.00	100.00	0	both	folate-binding protein YgfZ(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01105,GA60748_01208,GA67073_01092,GA71389_01091,GA71621_01016,GA71663_01015,GA74349_00994,GA76006_00748,GA78317_01080,GA78869_01109,GA79872_00623,GA81213_00512,GA81566_00415,GA81665_01154,GA81666_01087,GA83348_01123,GA83349_00852,GA83357_00675,GA83431_00918,GA83447_00818,GA83469_00581,GA83571_01158,GA83705_01154,GA83706_00406,GA83841_00680,GA83842A_00918,GA83842B_01124,GA83874_00838,GA83882_00882,GA87003_01124,GA87176_00826,GA87262_01123,GA87363_00843,GA87364_00673,GA87424_00917,GA87536_00867,GA87620_00917,GA87639_00916,GA87640_00654,GA87672_01111,GA87697_01124,GA87801_00946,GA87875_00624,GA91113_00587,GA91241_00811,GA91506_00917,GA91534_00535,GA91536_00485,GA95071_00868
g00675	100.00	100.00	100.00	0	both	phosphoglycerate dehydrogenase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01106,GA60748_01207,GA67073_01093,GA71389_01092,GA71621_01017,GA71663_01016,GA74349_00995,GA76006_00749,GA78317_01081,GA78869_01110,GA79872_00624,GA81213_00513,GA81566_00416,GA81665_01153,GA81666_01086,GA83348_01122,GA83349_00851,GA83357_00676,GA83431_00917,GA83447_00817,GA83469_00580,GA83571_01157,GA83705_01153,GA83706_00405,GA83841_00681,GA83842A_00917,GA83842B_01123,GA83874_00839,GA83882_00881,GA87003_01123,GA87176_00825,GA87262_01122,GA87363_00842,GA87364_00674,GA87424_00916,GA87536_00868,GA87620_00916,GA87639_00915,GA87640_00655,GA87672_01112,GA87697_01123,GA87801_00947,GA87875_00625,GA91113_00586,GA91241_00810,GA91506_00916,GA91534_00536,GA91536_00486,GA95071_00867
g01475	100.00	100.00	100.00	0	both	ribose-5-phosphate isomerase RpiA(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01107,GA60748_01206,GA67073_01094,GA71389_01093,GA71621_01018,GA71663_01017,GA74349_00996,GA76006_00750,GA78317_01082,GA78869_01111,GA79872_00625,GA81213_00514,GA81566_00417,GA81665_01152,GA81666_01085,GA83348_01121,GA83349_00850,GA83357_00677,GA83431_00916,GA83447_00816,GA83469_00579,GA83571_01156,GA83705_01152,GA83706_00404,GA83841_00682,GA83842A_00916,GA83842B_01122,GA83874_00840,GA83882_00880,GA87003_01122,GA87176_00824,GA87262_01121,GA87363_00841,GA87364_00675,GA87424_00915,GA87536_00869,GA87620_00915,GA87639_00914,GA87640_00656,GA87672_01113,GA87697_01122,GA87801_00948,GA87875_00626,GA91113_00585,GA91241_00809,GA91506_00915,GA91534_00537,GA91536_00487,GA95071_00866
g01370	100.00	100.00	100.00	0	both	radical SAM family heme chaperone HemW(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01108,GA60748_01205,GA67073_01095,GA71389_01094,GA71621_01019,GA71663_01018,GA74349_00997,GA76006_00751,GA78317_01083,GA78869_01112,GA79872_00626,GA81213_00515,GA81566_00418,GA81665_01151,GA81666_01084,GA83348_01120,GA83349_00849,GA83357_00678,GA83431_00915,GA83447_00815,GA83469_00578,GA83571_01155,GA83705_01151,GA83706_00403,GA83841_00683,GA83842A_00915,GA83842B_01121,GA83874_00841,GA83882_00879,GA87003_01121,GA87176_00823,GA87262_01120,GA87363_00840,GA87364_00676,GA87424_00914,GA87536_00870,GA87620_00914,GA87639_00913,GA87640_00657,GA87672_01114,GA87697_01121,GA87801_00949,GA87875_00627,GA91113_00584,GA91241_00808,GA91506_00914,GA91534_00538,GA91536_00488,GA95071_00865
g00645	100.00	100.00	100.00	0	both	endopeptidase La(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01109,GA60748_01204,GA67073_01096,GA71389_01095,GA71621_01020,GA71663_01019,GA74349_00998,GA76006_00752,GA78317_01084,GA78869_01113,GA79872_00627,GA81213_00516,GA81566_00419,GA81665_01150,GA81666_01083,GA83348_01119,GA83349_00848,GA83357_00679,GA83431_00914,GA83447_00814,GA83469_00577,GA83571_01154,GA83705_01150,GA83706_00402,GA83841_00684,GA83842A_00914,GA83842B_01120,GA83874_00842,GA83882_00878,GA87003_01120,GA87176_00822,GA87262_01119,GA87363_00839,GA87364_00677,GA87424_00913,GA87536_00871,GA87620_00913,GA87639_00912,GA87640_00658,GA87672_01115,GA87697_01120,GA87801_00950,GA87875_00628,GA91113_00583,GA91241_00807,GA91506_00913,GA91534_00539,GA91536_00489,GA95071_00864
g00928	100.00	100.00	100.00	0	both	VirK/YbjX family protein(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01110,GA60748_01203,GA67073_01097,GA71389_01096,GA71621_01021,GA71663_01020,GA74349_00999,GA76006_00753,GA78317_01085,GA78869_01114,GA79872_00628,GA81213_00517,GA81566_00420,GA81665_01149,GA81666_01082,GA83348_01118,GA83349_00847,GA83357_00680,GA83431_00913,GA83447_00813,GA83469_00576,GA83571_01153,GA83705_01149,GA83706_00401,GA83841_00685,GA83842A_00913,GA83842B_01119,GA83874_00843,GA83882_00877,GA87003_01119,GA87176_00821,GA87262_01118,GA87363_00838,GA87364_00678,GA87424_00912,GA87536_00872,GA87620_00912,GA87639_00911,GA87640_00659,GA87672_01116,GA87697_01119,GA87801_00951,GA87875_00629,GA91113_00582,GA91241_00806,GA91506_00912,GA91534_00540,GA91536_00490,GA95071_00863
g01441	100.00	100.00	100.00	0	both	nucleoside triphosphate pyrophosphohydrolase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01111,GA60748_01202,GA67073_01098,GA71389_01097,GA71621_01022,GA71663_01021,GA74349_01000,GA76006_00754,GA78317_01086,GA78869_01115,GA79872_00629,GA81213_00518,GA81566_00421,GA81665_01148,GA81666_01081,GA83348_01117,GA83349_00846,GA83357_00681,GA83431_00912,GA83447_00812,GA83469_00575,GA83571_01152,GA83705_01148,GA83706_00400,GA83841_00686,GA83842A_00912,GA83842B_01118,GA83874_00844,GA83882_00876,GA87003_01118,GA87176_00820,GA87262_01117,GA87363_00837,GA87364_00679,GA87424_00911,GA87536_00873,GA87620_00911,GA87639_00910,GA87640_00660,GA87672_01117,GA87697_01118,GA87801_00952,GA87875_00630,GA91113_00581,GA91241_00805,GA91506_00911,GA91534_00541,GA91536_00491,GA95071_00862
g00833	100.00	100.00	100.00	0	both	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01112,GA60748_01201,GA67073_01099,GA71389_01098,GA71621_01023,GA71663_01022,GA74349_01001,GA76006_00755,GA78317_01087,GA78869_01116,GA79872_00630,GA81213_00519,GA81566_00422,GA81665_01147,GA81666_01080,GA83348_01116,GA83349_00845,GA83357_00682,GA83431_00911,GA83447_00811,GA83469_00574,GA83571_01151,GA83705_01147,GA83706_00399,GA83841_00687,GA83842A_00911,GA83842B_01117,GA83874_00845,GA83882_00875,GA87003_01117,GA87176_00819,GA87262_01116,GA87363_00836,GA87364_00680,GA87424_00910,GA87536_00874,GA87620_00910,GA87639_00909,GA87640_00661,GA87672_01118,GA87697_01117,GA87801_00953,GA87875_00631,GA91113_00580,GA91241_00804,GA91506_00910,GA91534_00542,GA91536_00492,GA95071_00861
g01177	100.00	100.00	100.00	0	both	peptidylprolyl isomerase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01113,GA60748_01200,GA67073_01100,GA71389_01099,GA71621_01024,GA71663_01023,GA74349_01002,GA76006_00756,GA78317_01088,GA78869_01117,GA79872_00631,GA81213_00520,GA81566_00423,GA81665_01146,GA81666_01079,GA83348_01115,GA83349_00844,GA83357_00683,GA83431_00910,GA83447_00810,GA83469_00573,GA83571_01150,GA83705_01146,GA83706_00398,GA83841_00688,GA83842A_00910,GA83842B_01116,GA83874_00846,GA83882_00874,GA87003_01116,GA87176_00818,GA87262_01115,GA87363_00835,GA87364_00681,GA87424_00909,GA87536_00875,GA87620_00909,GA87639_00908,GA87640_00662,GA87672_01119,GA87697_01116,GA87801_00954,GA87875_00632,GA91113_00579,GA91241_00803,GA91506_00909,GA91534_00543,GA91536_00493,GA95071_00860
g01112	100.00	100.00	100.00	0	both	endolytic transglycosylase MltG(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01114,GA60748_01199,GA67073_01101,GA71389_01100,GA71621_01025,GA71663_01024,GA74349_01003,GA76006_00757,GA78317_01089,GA78869_01118,GA79872_00632,GA81213_00521,GA81566_00424,GA81665_01145,GA81666_01078,GA83348_01114,GA83349_00843,GA83357_00684,GA83431_00909,GA83447_00809,GA83469_00572,GA83571_01149,GA83705_01145,GA83706_00397,GA83841_00689,GA83842A_00909,GA83842B_01115,GA83874_00847,GA83882_00873,GA87003_01115,GA87176_00817,GA87262_01114,GA87363_00834,GA87364_00682,GA87424_00908,GA87536_00876,GA87620_00908,GA87639_00907,GA87640_00663,GA87672_01120,GA87697_01115,GA87801_00955,GA87875_00633,GA91113_00578,GA91241_00802,GA91506_00908,GA91534_00544,GA91536_00494,GA95071_00859
g01067	100.00	100.00	100.00	0	both	dTMP kinase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01115,GA60748_01198,GA67073_01102,GA71389_01101,GA71621_01026,GA71663_01025,GA74349_01004,GA76006_00758,GA78317_01090,GA78869_01119,GA79872_00633,GA81213_00522,GA81566_00425,GA81665_01144,GA81666_01077,GA83348_01113,GA83349_00842,GA83357_00685,GA83431_00908,GA83447_00808,GA83469_00571,GA83571_01148,GA83705_01144,GA83706_00396,GA83841_00690,GA83842A_00908,GA83842B_01114,GA83874_00848,GA83882_00872,GA87003_01114,GA87176_00816,GA87262_01113,GA87363_00833,GA87364_00683,GA87424_00907,GA87536_00877,GA87620_00907,GA87639_00906,GA87640_00664,GA87672_01121,GA87697_01114,GA87801_00956,GA87875_00634,GA91113_00577,GA91241_00801,GA91506_00907,GA91534_00545,GA91536_00495,GA95071_00858
g01398	100.00	100.00	100.00	0	both	DNA polymerase III subunit delta'(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01116,GA60748_01197,GA67073_01103,GA71389_01102,GA71621_01027,GA71663_01026,GA74349_01005,GA76006_00759,GA78317_01091,GA78869_01120,GA79872_00634,GA81213_00523,GA81566_00426,GA81665_01143,GA81666_01076,GA83348_01112,GA83349_00841,GA83357_00686,GA83431_00907,GA83447_00807,GA83469_00570,GA83571_01147,GA83705_01143,GA83706_00395,GA83841_00691,GA83842A_00907,GA83842B_01113,GA83874_00849,GA83882_00871,GA87003_01113,GA87176_00815,GA87262_01112,GA87363_00832,GA87364_00684,GA87424_00906,GA87536_00878,GA87620_00906,GA87639_00905,GA87640_00665,GA87672_01122,GA87697_01113,GA87801_00957,GA87875_00635,GA91113_00576,GA91241_00800,GA91506_00906,GA91534_00546,GA91536_00496,GA95071_00857
g01184	100.00	100.00	100.00	0	both	YchF/TatD family DNA exonuclease(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01117,GA60748_01196,GA67073_01104,GA71389_01103,GA71621_01028,GA71663_01027,GA74349_01006,GA76006_00760,GA78317_01092,GA78869_01121,GA79872_00635,GA81213_00524,GA81566_00427,GA81665_01142,GA81666_01075,GA83348_01111,GA83349_00840,GA83357_00687,GA83431_00906,GA83447_00806,GA83469_00569,GA83571_01146,GA83705_01142,GA83706_00394,GA83841_00692,GA83842A_00906,GA83842B_01112,GA83874_00850,GA83882_00870,GA87003_01112,GA87176_00814,GA87262_01111,GA87363_00831,GA87364_00685,GA87424_00905,GA87536_00879,GA87620_00905,GA87639_00904,GA87640_00666,GA87672_01123,GA87697_01112,GA87801_00958,GA87875_00636,GA91113_00575,GA91241_00799,GA91506_00905,GA91534_00547,GA91536_00497,GA95071_00856
g00232	100.00	100.00	100.00	0	both	hypothetical protein(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01118,GA60748_01195,GA67073_01105,GA71389_01104,GA71621_01029,GA71663_01028,GA74349_01007,GA76006_00761,GA78317_01093,GA78869_01122,GA79872_00636,GA81213_00525,GA81566_00428,GA81665_01141,GA81666_01074,GA83348_01110,GA83349_00839,GA83357_00688,GA83431_00905,GA83447_00805,GA83469_00568,GA83571_01145,GA83705_01141,GA83706_00393,GA83841_00693,GA83842A_00905,GA83842B_01111,GA83874_00851,GA83882_00869,GA87003_01111,GA87176_00813,GA87262_01110,GA87363_00830,GA87364_00686,GA87424_00904,GA87536_00880,GA87620_00904,GA87639_00903,GA87640_00667,GA87672_01124,GA87697_01111,GA87801_00959,GA87875_00637,GA91113_00574,GA91241_00798,GA91506_00904,GA91534_00548,GA91536_00498,GA95071_00855
g00633	100.00	100.00	100.00	0	both	HlyC/CorC family transporter(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_01119,GA60748_01194,GA67073_01106,GA71389_01105,GA71621_01030,GA71663_01029,GA74349_01008,GA76006_00762,GA78317_01094,GA78869_01123,GA79872_00637,GA81213_00526,GA81566_00429,GA81665_01140,GA81666_01073,GA83348_01109,GA83349_00838,GA83357_00689,GA83431_00904,GA83447_00804,GA83469_00567,GA83571_01144,GA83705_01140,GA83706_00392,GA83841_00694,GA83842A_00904,GA83842B_01110,GA83874_00852,GA83882_00868,GA87003_01110,GA87176_00812,GA87262_01109,GA87363_00829,GA87364_00687,GA87424_00903,GA87536_00881,GA87620_00903,GA87639_00902,GA87640_00668,GA87672_01125,GA87697_01110,GA87801_00960,GA87875_00638,GA91113_00573,GA91241_00797,GA91506_00903,GA91534_00549,GA91536_00499,GA95071_00854
